model_id,equation,regressor,estimate,std_error,t_value,p_value
VAR-p2,Power_ret,GreenBond_relative.l1,0.9348377228056783,1.5088518883394773,0.6195689119854478,0.5366970201223626
VAR-p2,Power_ret,EUA_ret.l2,0.10506586730435563,0.03879033998671843,2.708557525928608,0.007729184384427765
VAR-p2,Power_ret,TTF_ret.l2,0.02576463325010236,0.022933339127750026,1.1234575613512114,0.26344907408578777
VAR-p2,Power_ret,Brent_ret.l2,0.019600681198067346,0.04901572126699797,0.3998856018316797,0.68994004702726075
VAR-p2,Power_ret,Power_ret.l2,0.22606201315030303,0.08358860533759128,2.704459683676992,0.007819596108291553
VAR-p2,Power_ret,CPI_yoy_change.l2,1.5869270724679718,1.2051113887320977,1.3168302011796469,0.1903637675297171
VAR-p2,Power_ret,IP_growth.l2,0.11679989691976259,0.1641951997244972,0.7113478172062332,0.47822662023150664
VAR-p2,Power_ret,Bund2Y_change.l2,0.44376002077803933,2.3953762983504516,0.18525691394860572,0.8533351662111419
VAR-p2,Power_ret,CISS_change.l2,0.11038562904281564,0.058975857779398046,1.8717087499722047,0.06364170626966942
VAR-p2,Power_ret,GreenEquity_relative.l2,-0.07606751593921843,0.07228279650808377,-1.0523598921731174,0.2947143591427422
VAR-p2,Power_ret,GreenBond_relative.l2,-1.3156565339090196,1.4919465055606698,-0.881838945971189,0.3795980231483651
VAR-p2,Power_ret,const,-2.4136686656508102e-4,0.004097636917807872,-0.058903917405694874,0.9531250128478597
VAR-p2,CPI_yoy_change,EUA_ret.l1,-6.663220064924308e-4,0.0028606215590271113,-0.23292910045712056,0.8162067989821302
VAR-p2,CPI_yoy_change,TTF_ret.l1,0.002008632858624926,0.0016714752245220081,1.2017126124016198,0.23180243355444752
VAR-p2,CPI_yoy_change,Brent_ret.l1,0.006939993355827063,0.002946061338130561,2.3556852893738025,0.02008333765647078
VAR-p2,CPI_yoy_change,Power_ret.l1,0.006119933519987603,0.006115755395968567,1.0006831738270288,0.3189606513492348
VAR-p2,CPI_yoy_change,CPI_yoy_change.l1,0.25625969024200723,0.09087823266782885,2.819813752085915,0.005609570071617457
VAR-p2,CPI_yoy_change,IP_growth.l1,-0.008502157408167937,0.014386968957746158,-0.5909623794378348,0.5556388972967321
VAR-p2,CPI_yoy_change,Bund2Y_change.l1,-0.15763748653142062,0.16100856106821934,-0.9790627621634952,0.32948646031947904
VAR-p2,CPI_yoy_change,CISS_change.l1,0.003087731256886681,0.00394485005615141,0.7827246189172187,0.4353055276549459
VAR-p2,CPI_yoy_change,GreenEquity_relative.l1,0.005753995059866236,0.004743228918780872,1.213096639102368,0.22743645799983855
VAR-p2,CPI_yoy_change,GreenBond_relative.l1,-0.060741200247055545,0.10788357103405151,-0.5630254881707956,0.5744507876567686
VAR-p2,CPI_yoy_change,EUA_ret.l2,9.019210124761949e-4,0.002773526302835231,0.32518927675364323,0.7455948325750701
VAR-p2,CPI_yoy_change,TTF_ret.l2,0.004426383099008412,0.0016397437945744595,2.6994357982352546,0.007931747597731588
VAR-p2,CPI_yoy_change,Brent_ret.l2,0.004008361230496056,0.003504645544045406,1.1437279976305996,0.2549756632588636
VAR-p2,CPI_yoy_change,Power_ret.l2,0.007224208147162107,0.005976621901238858,1.2087443821173705,0.22909856731124212
VAR-p2,CPI_yoy_change,CPI_yoy_change.l2,0.12564955442557163,0.08616599224547104,1.4582267452757833,0.14734762987837705
VAR-p2,CPI_yoy_change,IP_growth.l2,-0.02375106303290432,0.011740028713104938,-2.0230838964126154,0.04525012704074815
VAR-p2,CPI_yoy_change,Bund2Y_change.l2,0.13517063472776947,0.17127045473016758,0.7892233073166501,0.43151260959592974
VAR-p2,CPI_yoy_change,CISS_change.l2,-6.84157308430131e-4,0.004216799668150265,-0.16224562755437757,0.8713808431388674
VAR-p2,CPI_yoy_change,GreenEquity_relative.l2,0.004063002118680522,0.005168251616930901,0.7861463449980561,0.43330603658168887
VAR-p2,CPI_yoy_change,GreenBond_relative.l2,0.14429639545067732,0.10667482875923323,1.352675201160684,0.17866110469152274
VAR-p2,CPI_yoy_change,const,9.9738248965475e-6,2.9298283477020544e-4,0.03404235235955119,0.9728990120585497
VAR-p2,IP_growth,EUA_ret.l1,0.010059871097556475,0.01784383033712293,0.5637730749225723,0.5739434344845236
VAR-p2,IP_growth,TTF_ret.l1,0.007214966617652049,0.010426237691230552,0.6920009720975876,0.4902516372093094
VAR-p2,IP_growth,Brent_ret.l1,0.06694999492236452,0.018376781967006376,3.6431838306927924,3.966006430150914e-4
VAR-p2,IP_growth,Power_ret.l1,-0.01661328332964486,0.0381485280094587,-0.43548949845524043,0.6639766624217356
VAR-p2,IP_growth,CPI_yoy_change.l1,0.30329284583397825,0.5668753211850319,0.5350256652555553,0.5936059536179141
VAR-p2,IP_growth,IP_growth.l1,-6.573305878174027e-4,0.08974225630697756,-0.007324649667475483,0.994167791169541
VAR-p2,IP_growth,Bund2Y_change.l1,-2.168867478309207,1.0043304880575339,-2.1595157212681984,0.032766755262350025
VAR-p2,IP_growth,CISS_change.l1,-0.11509907298199598,0.024606972175409133,-4.6774984001087185,7.5723441150667584e-6
VAR-p2,IP_growth,GreenEquity_relative.l1,0.007117611584676572,0.029587056634518907,0.24056504412042562,0.8102960302224598
VAR-p2,IP_growth,GreenBond_relative.l1,0.41293600882943465,0.6729503004757017,0.613620364739468,0.5406086377047159
VAR-p2,IP_growth,EUA_ret.l2,-0.01229749574318634,0.017300552261855708,-0.7108152131247211,0.4785554610596191
