model_id,variable,statistic,observed,simulated_median,simulated_q05,simulated_q95,posterior_predictive_p_value,note
BVAR-SV-final-chain1,CPI_yoy_change,skewness,-0.22035897815132055,0.014035570316267947,-1.0614396512702335,1.0833150876798565,0.66135,Replicated data are generated from fitted reduced-form predictions and posterior residual volatility.
BVAR-SV-final-chain1,CPI_yoy_change,kurtosis,6.631692000595132,5.414567868949309,3.494318271772146,10.946099941218641,0.28785,Replicated data are generated from fitted reduced-form predictions and posterior residual volatility.
BVAR-SV-final-chain1,CPI_yoy_change,minimum,-0.016,-0.017445807733667183,-0.029670865034773817,-0.011286357404195884,0.38455,Replicated data are generated from fitted reduced-form predictions and posterior residual volatility.
BVAR-SV-final-chain1,CPI_yoy_change,maximum,0.016,0.017683678458119932,0.011585341556149164,0.029578080193153562,0.64315,Replicated data are generated from fitted reduced-form predictions and posterior residual volatility.
BVAR-SV-final-chain1,CPI_yoy_change,max_abs,0.016,0.020494966865418247,0.013960429214508413,0.03289036735675469,0.84305,Replicated data are generated from fitted reduced-form predictions and posterior residual volatility.
BVAR-SV-final-chain1,IP_growth,mean,5.992171110858908e-4,9.83425569162269e-4,-0.0034368351091208765,0.005424616072638451,0.55945,Replicated data are generated from fitted reduced-form predictions and posterior residual volatility.
BVAR-SV-final-chain1,IP_growth,sd,0.02581837239195311,0.028893916778640165,0.020082504112058065,0.04629189549982644,0.67555,Replicated data are generated from fitted reduced-form predictions and posterior residual volatility.
BVAR-SV-final-chain1,IP_growth,skewness,-3.0687433432096434,0.2816591947325231,-4.790755439898449,5.534379806431976,0.8602,Replicated data are generated from fitted reduced-form predictions and posterior residual volatility.
BVAR-SV-final-chain1,IP_growth,kurtosis,35.44321879132087,21.836700297055387,7.637572222524592,60.452028315651184,0.22245,Replicated data are generated from fitted reduced-form predictions and posterior residual volatility.
BVAR-SV-final-chain1,IP_growth,minimum,-0.20422444967817557,-0.13641684642048124,-0.33282240931155876,-0.0557847575439199,0.7685,Replicated data are generated from fitted reduced-form predictions and posterior residual volatility.
BVAR-SV-final-chain1,IP_growth,maximum,0.1235163743644847,0.1494444321773724,0.05796007779768754,0.36593598849865383,0.62545,Replicated data are generated from fitted reduced-form predictions and posterior residual volatility.
BVAR-SV-final-chain1,IP_growth,max_abs,0.20422444967817557,0.19626040992690896,0.09482083853366069,0.4097849055685561,0.4641,Replicated data are generated from fitted reduced-form predictions and posterior residual volatility.
BVAR-SV-final-chain1,Bund2Y_change,mean,1.73611111111111e-4,-1.330060545138244e-4,-5.356640222235464e-4,2.6126362317933644e-4,0.1007,Replicated data are generated from fitted reduced-form predictions and posterior residual volatility.
BVAR-SV-final-chain1,Bund2Y_change,sd,0.0018624998657196606,0.002694942150303876,0.002107395501105775,0.0036644438057325548,0.9947,Replicated data are generated from fitted reduced-form predictions and posterior residual volatility.
BVAR-SV-final-chain1,Bund2Y_change,skewness,1.4081783744213106,-0.11256356838648476,-2.180808630430488,1.9807493530371958,0.1047,Replicated data are generated from fitted reduced-form predictions and posterior residual volatility.
BVAR-SV-final-chain1,Bund2Y_change,kurtosis,8.233557414469958,9.427701480487187,5.588577727223992,22.177711788585082,0.6378,Replicated data are generated from fitted reduced-form predictions and posterior residual volatility.
BVAR-SV-final-chain1,Bund2Y_change,minimum,-0.00455,-0.011295715444628564,-0.02117340493069471,-0.006681217509759806,0.00115,Replicated data are generated from fitted reduced-form predictions and posterior residual volatility.
BVAR-SV-final-chain1,Bund2Y_change,maximum,0.0092,0.010671511188120233,0.00619201874903172,0.020251945460728164,0.6609,Replicated data are generated from fitted reduced-form predictions and posterior residual volatility.
BVAR-SV-final-chain1,Bund2Y_change,max_abs,0.0092,0.01321099706623452,0.008362098760323055,0.023591974714003896,0.89695,Replicated data are generated from fitted reduced-form predictions and posterior residual volatility.
BVAR-SV-final-chain1,CISS_change,mean,9.027777777778038e-6,-0.0017630892088528077,-0.0214824203273185,0.018035900037655365,0.43635,Replicated data are generated from fitted reduced-form predictions and posterior residual volatility.
BVAR-SV-final-chain1,CISS_change,sd,0.09287734592709225,0.13521872689054693,0.10229149598624769,0.19404560418771616,0.98865,Replicated data are generated from fitted reduced-form predictions and posterior residual volatility.
BVAR-SV-final-chain1,CISS_change,skewness,1.4944945024903935,-0.06407504479025145,-2.9851488691415584,2.815484171196448,0.158,Replicated data are generated from fitted reduced-form predictions and posterior residual volatility.
BVAR-SV-final-chain1,CISS_change,kurtosis,10.913873127337386,11.517159314472785,6.227902550099673,33.08229979583938,0.54395,Replicated data are generated from fitted reduced-form predictions and posterior residual volatility.
BVAR-SV-final-chain1,CISS_change,minimum,-0.2859999999999999,-0.5831076058130382,-1.2496959777960195,-0.3207267040674467,0.02365,Replicated data are generated from fitted reduced-form predictions and posterior residual volatility.
BVAR-SV-final-chain1,CISS_change,maximum,0.49649999999999994,0.5704622639012967,0.31253650688821677,1.2067444456120715,0.63845,Replicated data are generated from fitted reduced-form predictions and posterior residual volatility.
