model_id,variable,lag,statistic,p_value,squared_residual,warning
BVAR-SV-final-chain1,GreenEquity_relative,12,28.795873087007156,0.004224332800212394,TRUE,
BVAR-SV-final-chain1,GreenBond_relative,6,13.610987506891451,0.03429673475191708,TRUE,
BVAR-SV-final-chain1,GreenBond_relative,12,22.001370913690458,0.037504452312435044,TRUE,
BVAR-SV-final-chain2,EUA_ret,6,5.370399283929274,0.49725697562190185,TRUE,
BVAR-SV-final-chain2,EUA_ret,12,6.7973774986789834,0.8707080093332908,TRUE,
BVAR-SV-final-chain2,TTF_ret,6,5.3037164009134,0.505490133286838,TRUE,
BVAR-SV-final-chain2,TTF_ret,12,11.587324771974416,0.47936463062000834,TRUE,
BVAR-SV-final-chain2,Brent_ret,6,12.471352666945894,0.05224267470476951,TRUE,
BVAR-SV-final-chain2,Brent_ret,12,14.949832077253792,0.24419147517758732,TRUE,
BVAR-SV-final-chain2,Power_ret,6,9.878801403886072,0.12984962018992907,TRUE,
BVAR-SV-final-chain2,Power_ret,12,22.49717519552097,0.03231104990994638,TRUE,
BVAR-SV-final-chain2,CPI_yoy_change,6,5.9189970047069815,0.4323250777463197,TRUE,
BVAR-SV-final-chain2,CPI_yoy_change,12,18.353389405542096,0.10537412795040357,TRUE,
BVAR-SV-final-chain2,IP_growth,6,5.909736665706388,0.43337712423292996,TRUE,
BVAR-SV-final-chain2,IP_growth,12,14.210958529542907,0.2874402593019785,TRUE,
BVAR-SV-final-chain2,Bund2Y_change,6,7.262914855159614,0.29721595888438823,TRUE,
BVAR-SV-final-chain2,Bund2Y_change,12,10.924629813599601,0.535388760138652,TRUE,
BVAR-SV-final-chain2,CISS_change,6,7.972281904582459,0.2401410480433963,TRUE,
BVAR-SV-final-chain2,CISS_change,12,14.02092167833312,0.29937424970084014,TRUE,
BVAR-SV-final-chain2,GreenEquity_relative,6,10.652265720453178,0.09973672275750045,TRUE,
BVAR-SV-final-chain2,GreenEquity_relative,12,28.98112913079825,0.003965487341472174,TRUE,
BVAR-SV-final-chain2,GreenBond_relative,6,14.77326749134593,0.02209541703291884,TRUE,
BVAR-SV-final-chain2,GreenBond_relative,12,22.924308578555035,0.02837545455240409,TRUE,
BVAR-SV-final-chain3,EUA_ret,6,5.364027102856969,0.49804074852139646,TRUE,
BVAR-SV-final-chain3,EUA_ret,12,6.904884610198798,0.8638346047193239,TRUE,
BVAR-SV-final-chain3,TTF_ret,6,5.375633127270309,0.49661369367043084,TRUE,
BVAR-SV-final-chain3,TTF_ret,12,11.27191288998304,0.5057706845577975,TRUE,
BVAR-SV-final-chain3,Brent_ret,6,12.03542752770883,0.061183110479715475,TRUE,
BVAR-SV-final-chain3,Brent_ret,12,14.634213143212726,0.2620521899641186,TRUE,
BVAR-SV-final-chain3,Power_ret,6,9.708757527294775,0.13746487309970856,TRUE,
BVAR-SV-final-chain3,Power_ret,12,22.339293098492597,0.03388848352490259,TRUE,
BVAR-SV-final-chain3,CPI_yoy_change,6,6.384263247175876,0.38154831254446275,TRUE,
BVAR-SV-final-chain3,CPI_yoy_change,12,18.691830319373153,0.09624186538290624,TRUE,
BVAR-SV-final-chain3,IP_growth,6,6.173252013187582,0.4040649628616697,TRUE,
BVAR-SV-final-chain3,IP_growth,12,13.823728666184877,0.31210606932513474,TRUE,
BVAR-SV-final-chain3,Bund2Y_change,6,7.211756472014644,0.3017074169353555,TRUE,
BVAR-SV-final-chain3,Bund2Y_change,12,10.410596822552689,0.5799870168605408,TRUE,
BVAR-SV-final-chain3,CISS_change,6,7.432972161682714,0.2826536900909332,TRUE,
BVAR-SV-final-chain3,CISS_change,12,13.642391110350575,0.3241249011644447,TRUE,
BVAR-SV-final-chain3,GreenEquity_relative,6,10.416464089500934,0.10817422501171647,TRUE,
BVAR-SV-final-chain3,GreenEquity_relative,12,28.71499110583232,0.004342348336011326,TRUE,
BVAR-SV-final-chain3,GreenBond_relative,6,14.029468194291923,0.029308714426524274,TRUE,
BVAR-SV-final-chain3,GreenBond_relative,12,22.955301229109356,0.028107826290026394,TRUE,
